station_index,station_id,source_station_id,expver,resolution_arcmin,valid_time_shift_hours,file,name,river,country_code,lon,lat,model_lon,model_lat,model_row,model_col,distance_station_to_model_km,upstream_area_km2,model_upstream_area_km2,upstream_area_difference_pct,kge,correlation,rmse,matched_days,KGE,Correlation,RMSE_m3s,Matched_days,Obs_file
0,station_000000,4,glofas_v5,15,-24,stations/station_000000.json,Barby,Elbe,Germany,11.88224,51.98484,11.875,52.025,,,4.493,94060.0,93699.5,-0.38,0.783,0.808,139.387,1814,0.783,0.808,139.387,1814,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
1,station_000001,5,glofas_v5,15,-24,stations/station_000001.json,Wittenberg / Lutherstadt,Elbe,Germany,12.64631,51.85653,12.625,51.875,,,2.522,61879.0,60938.5,-1.52,0.645,0.759,108.179,1814,0.645,0.759,108.179,1814,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
2,station_000002,6,glofas_v5,15,-24,stations/station_000002.json,Malliss OP,Muritz-Elde,Germany,11.34525,53.19063,11.425,53.175,,,5.591,2879.0,3161.9,9.83,0.811,0.891,2.489,1742,0.811,0.891,2.489,1742,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
4,station_000004,11,glofas_v5,15,-24,stations/station_000004.json,Calbe Grizehne,Saale,Germany,11.81221,51.91641,11.825,51.925,,,1.297,23719.0,23560.5,-0.67,0.805,0.82,33.444,1815,0.805,0.82,33.444,1815,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
5,station_000005,12,glofas_v5,15,-24,stations/station_000005.json,Tangermuende,Elbe,Germany,11.97805,52.54131,11.975,52.575,,,3.752,97780.0,97683.9,-0.1,0.79,0.82,137.881,1826,0.79,0.82,137.881,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
6,station_000006,14,glofas_v5,15,-24,stations/station_000006.json,Wittenberge,Elbe,Germany,11.75944,52.98553,11.775,52.975,,,1.567,123532.0,122945.9,-0.47,0.815,0.844,145.408,1826,0.815,0.844,145.408,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
7,station_000007,17,glofas_v5,15,-24,stations/station_000007.json,Havelberg Stadt,Lower Havel waterway,Germany,12.07804,52.82408,12.075,52.825,,,0.228,23858.0,23639.6,-0.92,0.832,0.877,21.416,1826,0.832,0.877,21.416,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
8,station_000008,18,glofas_v5,15,-24,stations/station_000008.json,Halle-Trotha UP,Saale,Germany,11.95455,51.51425,11.925,51.525,,,2.368,17988.0,17857.2,-0.73,0.744,0.801,31.201,1826,0.744,0.801,31.201,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
9,station_000009,19,glofas_v5,15,-24,stations/station_000009.json,Neu Darchau,Elbe,Germany,10.8888,53.23226,10.975,53.225,,,5.794,131950.0,131611.8,-0.26,0.854,0.875,134.179,1824,0.854,0.875,134.179,1824,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
10,station_000010,26,glofas_v5,15,-24,stations/station_000010.json,Hohensaaten-Finow,Oder,Germany,14.14112,52.86474,14.125,52.825,,,4.55,109564.0,111216.0,1.51,0.737,0.781,123.089,1826,0.737,0.781,123.089,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
11,station_000011,27,glofas_v5,15,-24,stations/station_000011.json,Leun (Neu),Lahn,Germany,8.35528,50.54513,8.375,50.525,,,2.637,3571.0,3632.2,1.71,0.734,0.777,21.707,1826,0.734,0.777,21.707,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
12,station_000012,28,glofas_v5,15,-24,stations/station_000012.json,Maxau,Rhine,Germany,8.30561,49.03896,8.275,49.025,,,2.718,50196.0,50777.1,1.16,0.912,0.93,198.658,1826,0.912,0.93,198.658,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
13,station_000013,31,glofas_v5,15,-24,stations/station_000013.json,Frankfurt-Osthafen,Main,Germany,8.71503,50.10571,8.725,50.125,,,2.26,24764.0,24726.8,-0.15,0.885,0.891,59.407,1826,0.885,0.891,59.407,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
14,station_000014,33,glofas_v5,15,-24,stations/station_000014.json,Plochingen,Neckar,Germany,9.41924,48.70741,9.425,48.725,,,2.001,3995.0,3948.8,-1.16,0.791,0.797,27.04,1826,0.791,0.797,27.04,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
15,station_000015,36,glofas_v5,15,-24,stations/station_000015.json,Kaub,Rhine,Germany,7.76499,50.08541,7.775,50.075,,,1.36,103488.0,103792.9,0.29,0.923,0.944,245.926,1826,0.923,0.944,245.926,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
16,station_000016,38,glofas_v5,15,-24,stations/station_000016.json,Cochem,Moselle,Germany,7.16831,50.14332,7.175,50.125,,,2.092,27088.0,27071.3,-0.06,0.881,0.888,168.051,1789,0.881,0.888,168.051,1789,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
17,station_000017,40,glofas_v5,15,-24,stations/station_000017.json,Koeln,Rhine,Germany,6.96332,50.93691,6.975,50.925,,,1.557,144231.5,144451.8,0.15,0.93,0.943,372.482,1826,0.93,0.943,372.482,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
18,station_000018,42,glofas_v5,15,-24,stations/station_000018.json,Kalkofen (Neu),Lahn,Germany,7.8899,50.31783,7.925,50.325,,,2.616,5304.0,5313.6,0.18,0.787,0.819,25.892,1826,0.787,0.819,25.892,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
19,station_000019,45,glofas_v5,15,-24,stations/station_000019.json,Worms,Rhine,Germany,8.37755,49.63186,8.375,49.675,,,4.8,68936.0,69519.8,0.85,0.926,0.943,204.573,1826,0.926,0.943,204.573,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
20,station_000020,47,glofas_v5,15,-24,stations/station_000020.json,Ruhrort,Rhine,Germany,6.72794,51.45531,6.725,51.475,,,2.199,153176.0,153667.8,0.32,0.931,0.951,367.923,1826,0.931,0.951,367.923,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
21,station_000021,51,glofas_v5,15,-24,stations/station_000021.json,St.Arnual,Saar,Germany,7.0228,49.21486,7.025,49.225,,,1.139,3945.0,3960.2,0.39,0.85,0.861,24.202,1826,0.85,0.861,24.202,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
22,station_000022,58,glofas_v5,15,-24,stations/station_000022.json,Düsseldorf,Rhine,Germany,6.76991,51.22546,6.725,51.225,,,3.128,147680.4,147773.8,0.06,0.936,0.955,337.761,1826,0.936,0.955,337.761,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
23,station_000023,59,glofas_v5,15,-24,stations/station_000023.json,Steinbach,Main,Germany,9.60371,50.00996,9.625,50.025,,,2.261,17914.2,17964.7,0.28,0.778,0.889,45.854,1825,0.778,0.889,45.854,1825,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
24,station_000024,60,glofas_v5,15,-24,stations/station_000024.json,Fremersdorf,Saar,Germany,6.64844,49.40891,6.675,49.375,,,4.232,6983.0,7016.2,0.48,0.866,0.882,39.544,1826,0.866,0.882,39.544,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
25,station_000025,62,glofas_v5,15,-24,stations/station_000025.json,Bonn,Rhine,Germany,7.10807,50.73636,7.125,50.725,,,1.737,140901.0,141121.8,0.16,0.93,0.944,356.91,1826,0.93,0.944,356.91,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
26,station_000026,63,glofas_v5,15,-24,stations/station_000026.json,Speyer,Rhine,Germany,8.44876,49.32379,8.475,49.275,,,5.749,53131.0,53071.7,-0.11,0.918,0.925,203.334,1826,0.918,0.925,203.334,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
27,station_000027,73,glofas_v5,15,-24,stations/station_000027.json,Zwickau-Poelbitz,Zwickau Mulde,Germany,12.4936,50.74092,12.475,50.725,,,2.202,1030.0,1025.2,-0.47,0.693,0.711,7.47,1826,0.693,0.711,7.47,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
28,station_000028,75,glofas_v5,15,-24,stations/station_000028.json,Wechselburg 1,Zwickau Mulde,Germany,12.77254,51.00685,12.775,51.025,,,2.026,2107.0,2142.3,1.68,0.658,0.721,13.08,1826,0.658,0.721,13.08,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
29,station_000029,78,glofas_v5,15,-24,stations/station_000029.json,Torgau,Elbe,Germany,13.01012,51.55371,13.025,51.575,,,2.581,55211.0,55441.8,0.42,0.694,0.76,101.771,1826,0.694,0.76,101.771,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
30,station_000030,79,glofas_v5,15,-24,stations/station_000030.json,Lichtenwalde 1,Zschopau,Germany,13.02002,50.88619,13.025,50.875,,,1.292,1575.0,1573.4,-0.1,0.661,0.702,11.848,1826,0.661,0.702,11.848,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
31,station_000031,81,glofas_v5,15,-24,stations/station_000031.json,Kleindalzig,White Elster,Germany,12.29158,51.21041,12.275,51.225,,,1.991,2891.0,2849.0,-1.45,0.731,0.797,7.314,1816,0.731,0.797,7.314,1816,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
32,station_000032,83,glofas_v5,15,-24,stations/station_000032.json,Bad Dueben 1,United Mulde,Germany,12.58071,51.59078,12.575,51.575,,,1.798,6171.0,6188.7,0.29,0.733,0.759,27.294,1821,0.733,0.759,27.294,1821,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
33,station_000033,85,glofas_v5,15,-24,stations/station_000033.json,Boehlen 1,Pleisse,Germany,12.38722,51.21192,12.375,51.225,,,1.685,1359.0,1289.9,-5.08,0.449,0.702,2.846,1826,0.449,0.702,2.846,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
34,station_000034,86,glofas_v5,15,-24,stations/station_000034.json,Neuwiese,Blacl Elster,Germany,14.19703,51.47646,14.225,51.475,,,1.944,669.0,679.1,1.51,0.571,0.69,1.458,1826,0.571,0.69,1.458,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
35,station_000035,89,glofas_v5,15,-24,stations/station_000035.json,Dresden,Elbe,Germany,13.73883,51.05448,13.725,51.075,,,2.478,53096.0,53051.0,-0.08,0.732,0.751,99.591,1826,0.732,0.751,99.591,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
36,station_000036,93,glofas_v5,15,-24,stations/station_000036.json,Spreewitz,Spree,Germany,14.40429,51.51086,14.425,51.525,,,2.127,2033.0,2096.9,3.14,0.25,0.656,3.168,1826,0.25,0.656,3.168,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
37,station_000037,94,glofas_v5,15,-24,stations/station_000037.json,Goerlitz,Lusatian Neisse,Germany,14.99319,51.1612,14.975,51.125,,,4.221,1621.0,1642.5,1.33,0.616,0.623,9.823,1826,0.616,0.623,9.823,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
38,station_000038,95,glofas_v5,15,-24,stations/station_000038.json,Gornja Radgona,Mur,Slovenia,15.9956,46.6811,16.025,46.675,,,2.343,10197.2,10411.5,2.1,0.828,0.828,41.456,1826,0.828,0.828,41.456,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
39,station_000039,96,glofas_v5,15,-24,stations/station_000039.json,Ptuj,Drava,Slovenia,15.8675,46.4169,15.825,46.425,,,3.38,13664.1,13778.9,0.84,0.801,0.835,96.235,1673,0.801,0.835,96.235,1673,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
40,station_000040,98,glofas_v5,15,-24,stations/station_000040.json,Radovljica,Sava,Slovenia,14.1654,46.34,14.175,46.325,,,1.824,908.0,919.5,1.27,0.422,0.724,34.552,1826,0.422,0.724,34.552,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
41,station_000041,106,glofas_v5,15,-24,stations/station_000041.json,Veliko Širje,Savinja,Slovenia,15.1924,46.0919,15.225,46.075,,,3.139,1841.9,1798.9,-2.33,0.453,0.461,42.475,1826,0.453,0.461,42.475,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
42,station_000042,107,glofas_v5,15,-24,stations/station_000042.json,Podbočje,Krka,Slovenia,15.4555,45.8644,15.525,45.875,,,5.509,2238.1,1793.2,-19.88,0.619,0.683,34.617,1826,0.619,0.683,34.617,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
43,station_000043,108,glofas_v5,15,-24,stations/station_000043.json,Solkan,Soca,Slovenia,13.65517,45.98162,13.625,45.975,,,2.445,1572.8,1437.9,-8.58,0.291,0.594,95.969,1826,0.291,0.594,95.969,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
44,station_000044,109,glofas_v5,15,-24,stations/station_000044.json,Bollendorf,Saar,Germany,6.35917,49.85092,6.325,49.825,,,3.783,3222.0,3277.8,1.73,0.701,0.753,36.881,1826,0.701,0.753,36.881,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
45,station_000045,113,glofas_v5,15,-24,stations/station_000045.json,Martinstein,Nahe,Germany,7.536,49.80379,7.525,49.825,,,2.487,1468.0,1501.4,2.28,0.622,0.635,18.914,1826,0.622,0.635,18.914,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
46,station_000046,114,glofas_v5,15,-24,stations/station_000046.json,Odenbach,Glan,Germany,7.65225,49.68892,7.675,49.675,,,2.253,1085.5,1067.3,-1.68,0.7,0.707,8.535,1826,0.7,0.707,8.535,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
47,station_000047,117,glofas_v5,15,-24,stations/station_000047.json,Bad Vilbel,Nidda,Germany,8.74106,50.18225,8.725,50.175,,,1.399,1619.3,1701.2,5.06,0.776,0.853,5.006,1826,0.776,0.853,5.006,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
48,station_000048,118,glofas_v5,15,-24,stations/station_000048.json,Hanau,Kinzig,Germany,8.94581,50.13208,8.975,50.175,,,5.206,921.2,911.8,-1.02,0.757,0.795,6.172,1826,0.757,0.795,6.172,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
49,station_000049,120,glofas_v5,15,-24,stations/station_000049.json,Marburg,Lahn,Germany,8.76448,50.79871,8.775,50.775,,,2.738,1666.2,1665.4,-0.05,0.692,0.747,10.63,1826,0.692,0.747,10.63,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
54,station_000054,132,glofas_v5,15,-24,stations/station_000054.json,"Ounasjoki, Marraskoski",Ounasjoki,Finland,25.42024,66.79848,25.425,66.825,,,2.956,12303.0,12172.5,-1.06,0.767,0.874,89.385,1816,0.767,0.874,89.385,1816,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
55,station_000055,133,glofas_v5,15,-24,stations/station_000055.json,Valajaskoski,Kemijoki,Finland,25.54026,66.42405,25.475,66.425,,,2.904,47425.0,47443.2,0.04,0.855,0.887,225.87,1810,0.855,0.887,225.87,1810,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
57,station_000057,135,glofas_v5,15,-24,stations/station_000057.json,"Muonionjoki, Kaaresuvanto",Muonio,Finland,22.49459,68.44228,22.475,68.425,,,2.082,5732.0,5891.6,2.78,0.718,0.839,66.204,1826,0.718,0.839,66.204,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
58,station_000058,136,glofas_v5,15,-24,stations/station_000058.json,"Muonionjoki, Muonio",Muonio,Finland,23.66014,67.94575,23.625,67.975,,,3.568,9259.0,9297.1,0.41,0.606,0.874,97.718,1826,0.606,0.874,97.718,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
60,station_000060,138,glofas_v5,15,-24,stations/station_000060.json,"Inarijoki, Karigasniemi",Anarjohka,Finland,25.84488,69.39573,25.825,69.375,,,2.433,3133.0,2997.8,-4.32,0.432,0.773,40.512,1826,0.432,0.773,40.512,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
61,station_000061,139,glofas_v5,15,-24,stations/station_000061.json,Onnelansuvanto,Tana,Finland,27.02697,69.91199,26.975,69.925,,,2.456,10864.0,10784.8,-0.73,0.311,0.769,184.815,1826,0.311,0.769,184.815,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
62,station_000062,140,glofas_v5,15,-24,stations/station_000062.json,"Utsjoki, Patoniva",Utsjoki,Finland,26.99953,69.78366,27.025,69.775,,,1.373,1520.0,1529.4,0.62,0.777,0.786,18.5,1800,0.777,0.786,18.5,1800,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
64,station_000064,142,glofas_v5,15,-24,stations/station_000064.json,Juutuanjoki,Juutuanjoki,Finland,26.92519,68.88919,26.975,68.925,,,4.453,5160.0,5169.0,0.17,0.805,0.93,26.653,1770,0.805,0.93,26.653,1770,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
65,station_000065,143,glofas_v5,15,-24,stations/station_000065.json,"Ivalojoki, Pajakoski",Ivalo,Finland,27.27447,68.55459,27.275,68.575,,,2.27,3345.0,3455.2,3.29,0.736,0.812,40.789,1826,0.736,0.812,40.789,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
67,station_000067,145,glofas_v5,15,-24,stations/station_000067.json,Kallio 2,Muonio,Sweden,23.54305,67.22489,23.575,67.225,,,1.375,14477.1,14370.9,-0.73,0.69,0.9,106.348,1791,0.69,0.9,106.348,1791,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
68,station_000068,148,glofas_v5,15,-24,stations/station_000068.json,Granåker,Vindel,Sweden,19.66624,64.23998,19.725,64.225,,,3.293,11846.4,11793.3,-0.45,0.726,0.895,90.554,1826,0.726,0.895,90.554,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
69,station_000069,149,glofas_v5,15,-24,stations/station_000069.json,Sorsele2,Vindel,Sweden,17.50831,65.54221,17.475,65.525,,,2.453,6054.4,6052.8,-0.03,0.699,0.892,81.269,1826,0.699,0.892,81.269,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
70,station_000070,151,glofas_v5,15,-24,stations/station_000070.json,Guben 2,Lusatian Neisse,Germany,14.70692,51.96915,14.725,51.975,,,1.399,4080.0,4127.1,1.15,0.723,0.731,8.424,1826,0.723,0.731,8.424,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
71,station_000071,153,glofas_v5,15,-24,stations/station_000071.json,Lobith,Rhine,Netherlands,6.10833,51.84444,6.075,51.875,,,4.097,160800.0,159556.6,-0.77,0.896,0.96,335.166,1826,0.896,0.96,335.166,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
72,station_000072,155,glofas_v5,15,-24,stations/station_000072.json,Fischerau / Ager,Ager,Austria,13.83805,48.08581,13.825,48.075,,,1.544,1256.1,1204.0,-4.15,0.69,0.693,15.108,1808,0.69,0.693,15.108,1808,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
73,station_000073,156,glofas_v5,15,-24,stations/station_000073.json,Achleiten / Donau,Danube,Austria,13.50334,48.58269,13.525,48.575,,,1.808,76653.3,76461.2,-0.25,0.88,0.887,243.256,1808,0.88,0.887,243.256,1808,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
74,station_000074,158,glofas_v5,15,-24,stations/station_000074.json,Kienstock,Danube,Austria,15.46122,48.38279,15.525,48.375,,,4.79,95970.0,95824.5,-0.15,0.868,0.869,342.704,1808,0.868,0.869,342.704,1808,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
75,station_000075,159,glofas_v5,15,-24,stations/station_000075.json,Korneuburg,Danube,Austria,16.33212,48.32949,16.325,48.325,,,0.725,101536.6,101383.7,-0.15,0.876,0.88,331.603,1808,0.876,0.88,331.603,1808,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
77,station_000077,161,glofas_v5,15,-24,stations/station_000077.json,Wildungsmauer,Danube,Austria,16.8043,48.1148,16.875,48.125,,,5.369,103992.7,103330.2,-0.64,0.863,0.873,343.527,1808,0.863,0.873,343.527,1808,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
78,station_000078,164,glofas_v5,15,-24,stations/station_000078.json,Lavamünd Ort,Drava,Austria,14.94262,46.64062,14.825,46.625,,,9.147,11051.8,11056.1,0.04,0.85,0.856,77.1,1774,0.85,0.856,77.1,1774,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
79,station_000079,165,glofas_v5,15,-24,stations/station_000079.json,Lienz-Peggetz,Drava,Austria,12.78408,46.82454,12.775,46.825,,,0.693,1876.2,1884.4,0.44,0.89,0.902,22.45,1808,0.89,0.902,22.45,1808,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
80,station_000080,168,glofas_v5,15,-24,stations/station_000080.json,Admont (Enns),Enns,Austria,14.46173,47.58119,14.425,47.575,,,2.84,2637.5,2642.2,0.18,0.776,0.815,27.409,1808,0.776,0.815,27.409,1808,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
81,station_000081,169,glofas_v5,15,-24,stations/station_000081.json,Steyr (Ortskai),Enns,Austria,14.42493,48.04332,14.425,48.025,,,2.037,5915.4,6123.5,3.52,0.71,0.733,78.814,1808,0.71,0.733,78.814,1808,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
82,station_000082,173,glofas_v5,15,-24,stations/station_000082.json,Federaun,Gail,Austria,13.81482,46.56933,13.775,46.575,,,3.108,1304.9,1405.2,7.69,0.437,0.639,43.155,1781,0.437,0.639,43.155,1781,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
83,station_000083,175,glofas_v5,15,-24,stations/station_000083.json,Gumisch,Gurk,Austria,14.47806,46.60629,14.475,46.625,,,2.094,2555.4,2269.1,-11.2,0.801,0.811,8.939,1762,0.801,0.811,8.939,1762,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
84,station_000084,176,glofas_v5,15,-24,stations/station_000084.json,Launsdorf,Gurk,Austria,14.47693,46.76044,14.525,46.725,,,5.38,1243.1,1376.1,10.7,0.773,0.78,6.073,1781,0.773,0.78,6.073,1781,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
85,station_000085,180,glofas_v5,15,-24,stations/station_000085.json,Jenbach-Rotholz,Inn,Austria,11.78924,47.38886,11.775,47.375,,,1.877,7230.7,7210.9,-0.27,0.913,0.915,60.455,1808,0.913,0.915,60.455,1808,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
86,station_000086,183,glofas_v5,15,-24,stations/station_000086.json,Magerbach,Inn,Austria,10.87471,47.25875,10.875,47.275,,,1.807,5118.8,5062.4,-1.1,0.904,0.912,49.17,1808,0.904,0.912,49.17,1808,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
87,station_000087,187,glofas_v5,15,-24,stations/station_000087.json,Lienz,Isel,Austria,12.76633,46.83163,12.725,46.825,,,3.23,1198.7,1184.0,-1.23,0.866,0.881,19.464,1808,0.866,0.881,19.464,1808,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
88,station_000088,188,glofas_v5,15,-24,stations/station_000088.json,Stiefern,Kamp,Austria,15.69008,48.53469,15.675,48.575,,,4.618,1493.3,1456.5,-2.46,0.31,0.438,5.424,1808,0.31,0.438,5.424,1808,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
89,station_000089,189,glofas_v5,15,-24,stations/station_000089.json,Lechaschau,Lech,Austria,10.70968,47.49702,10.675,47.475,,,3.576,1012.2,1093.1,7.99,0.783,0.788,21.676,1808,0.783,0.788,21.676,1808,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
91,station_000091,192,glofas_v5,15,-24,stations/station_000091.json,Spittal (Fasan),Lieser,Austria,13.49484,46.80734,13.475,46.825,,,2.477,1035.5,1037.2,0.16,0.779,0.831,7.965,1781,0.779,0.831,7.965,1781,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
92,station_000092,195,glofas_v5,15,-24,stations/station_000092.json,Kolbnitz a. d. Tauernbahn VHP,Moll,Austria,13.30264,46.87511,13.275,46.875,,,2.101,1043.8,1057.7,1.33,0.772,0.831,12.276,1691,0.772,0.831,12.276,1691,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
93,station_000093,200,glofas_v5,15,-24,stations/station_000093.json,Mellach,Mur,Austria,15.49288,46.90206,15.475,46.925,,,2.89,7295.5,7233.5,-0.85,0.837,0.877,28.66,1826,0.837,0.877,28.66,1826,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
94,station_000094,202,glofas_v5,15,-24,stations/station_000094.json,St.Georgen ob Judenburt,Mur,Austria,14.49912,47.21177,14.425,47.175,,,6.934,2367.5,2361.6,-0.25,0.813,0.816,19.399,1808,0.813,0.816,19.399,1808,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
95,station_000095,207,glofas_v5,15,-24,stations/station_000095.json,Siezenheim,Saalach,Austria,12.97422,47.81156,12.925,47.775,,,5.481,1139.1,1130.3,-0.77,0.701,0.702,21.083,1797,0.701,0.702,21.083,1797,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
96,station_000096,212,glofas_v5,15,-24,stations/station_000096.json,Werfen,Saalach,Austria,13.1911,47.47988,13.175,47.475,,,1.326,2953.2,2924.8,-0.96,0.839,0.874,32.503,1808,0.839,0.874,32.503,1808,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
97,station_000097,213,glofas_v5,15,-24,stations/station_000097.json,Leibnitz,Sulm,Austria,15.53455,46.77104,15.525,46.775,,,0.85,1102.5,1103.4,0.08,-0.152,0.396,20.725,1808,-0.152,0.396,20.725,1808,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
98,station_000098,214,glofas_v5,15,-24,stations/station_000098.json,Raabs an der Thaya,Thaya,Austria,15.49918,48.84498,15.525,48.825,,,2.917,1405.8,1548.2,10.13,0.557,0.571,5.339,1808,0.557,0.571,5.339,1808,/perm/pad/flood_cases/Stations/Qobs_24_1980-2025_withcaravan.zarr
